symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held,funding_pnl_krw,net_pnl_before_funding_krw,fold
ETHUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-23 01:15:00+00:00,2026-03-23 11:00:00+00:00,90,1,30000,12000.0,60000.0,2046.62545,-1065.5218664358795,-920.4173655971629,145.1045008387166,181.37896321198755,-8.879348886965662,STOP,40,0.0,-1065.5218664358795,FOLD_B_MIDDLE
ETHUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-27 00:00:00+00:00,2026-03-27 02:00:00+00:00,90,1,30000,12000.0,60000.0,2056.5006150000004,-805.4555317980316,-660.6627365142145,144.79279528381704,180.9899148409151,-6.712129431650264,STOP,9,0.0,-805.4555317980316,FOLD_B_MIDDLE
ETHUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-28 02:30:00+00:00,2026-03-28 06:00:00+00:00,90,1,30000,12000.0,60000.0,1981.4333850000003,-621.7793487498047,-477.2067007089541,144.57264804085074,180.71514294505613,-5.18149457291504,STOP,15,0.0,-621.7793487498047,FOLD_B_MIDDLE
ETHUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-29 01:15:00+00:00,2026-03-29 03:15:00+00:00,90,1,30000,12000.0,60000.0,2000.1452750000003,-629.0521624778422,-484.4707975208172,144.58136495702496,180.7260227705368,-5.242101353982019,STOP,9,0.0,-629.0521624778422,FOLD_B_MIDDLE
ETHUSDT,HARD_VETO_SPLIT,SHORT,BEAR,2026-03-08 18:00:00+00:00,2026-03-08 19:00:00+00:00,100,1,30000,12000.0,60000.0,1931.7979500000001,-742.4277442177727,-597.7104916278192,144.71725258995338,180.89562790400146,-6.186897868481439,STOP,5,0.0,-742.4277442177727,FOLD_B_MIDDLE
ETHUSDT,HARD_VETO_SPLIT,LONG,BULL,2026-03-16 12:45:00+00:00,2026-03-16 23:00:00+00:00,90,1,30000,12000.0,60000.0,2284.94228,1359.6919110371257,1505.4985092482236,145.80659821109788,182.26204522512325,11.33076592530938,STOP,42,0.0,1359.6919110371257,FOLD_B_MIDDLE
ETHUSDT,HARD_VETO_LONG_ONLY,LONG,BULL,2026-03-16 12:45:00+00:00,2026-03-16 23:00:00+00:00,90,1,30000,12000.0,60000.0,2284.94228,1359.6919110371257,1505.4985092482236,145.80659821109788,182.26204522512325,11.33076592530938,STOP,42,0.0,1359.6919110371257,FOLD_B_MIDDLE
ETHUSDT,HARD_VETO_SHORT_ONLY,SHORT,BEAR,2026-03-08 18:00:00+00:00,2026-03-08 19:00:00+00:00,100,1,30000,12000.0,60000.0,1931.7979500000001,-742.4277442177727,-597.7104916278192,144.71725258995338,180.89562790400146,-6.186897868481439,STOP,5,0.0,-742.4277442177727,FOLD_B_MIDDLE
ETHUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-30 00:00:00+00:00,2026-03-30 00:15:00+00:00,90,1,30000,12000.0,60000.0,1980.614615,-1035.7088864638479,-890.6401183218616,145.06876814198623,181.33436423953754,-8.630907387198732,STOP,2,0.0,-1035.7088864638479,FOLD_C_LATEST_IN_WINDOW
ETHUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-04-06 16:30:00+00:00,2026-04-06 17:00:00+00:00,90,1,30000,12000.0,60000.0,2160.2355000000002,-887.9178750097635,-744.8116489885498,143.10622602121373,178.8815091837019,-7.399315625081362,STOP,3,0.0,-887.9178750097635,FOLD_C_LATEST_IN_WINDOW
