timeframe,plan,symbol,signal_time,opened_at,closed_at,holding_hours,signal_score,entry_stages,initial_entry_fill,average_entry_final,initial_stop_price,initial_r_price,exit_reason,gross_pnl_krw,entry_fees_krw,exit_fees_krw,total_fees_krw,estimated_slippage_krw,net_pnl_krw,net_r,scope
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-06-04T06:30:00+00:00,2025-06-04T06:45:00+00:00,2025-06-04T12:15:00+00:00,5.5,100.0,2,2634.836335,2640.803125917772,2616.514429125749,22.246677517939588,STOP,-735.629530872566,82.62661228224286,81.74385684519581,164.37046912743867,205.46189353211116,-900.0000000000047,-0.6000000000000031,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-06-10T00:15:00+00:00,2025-06-10T00:30:00+00:00,2025-06-10T03:00:00+00:00,2.5,100.0,1,2.3271855500000003,2.3271855500000003,2.3040061921389103,0.02663536714929826,STOP,-372.36464426095034,39.04109665608141,38.594259082968264,77.63535573904967,97.04357520140857,-450.0,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,SOLUSDT,2025-06-11T06:15:00+00:00,2025-06-11T06:30:00+00:00,2025-06-11T10:30:00+00:00,4.0,100.0,1,166.28705700000003,166.28705700000003,164.10296346922814,2.430247975975732,STOP,-386.9245728346521,31.76986832637475,31.30555883897317,63.07542716534792,78.84359077447877,-450.0,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-06-25T10:00:00+00:00,2025-06-25T10:15:00+00:00,2025-06-27T10:30:00+00:00,48.25,100.0,3,106832.90935,107263.57576684337,106241.02665870167,751.2442312863859,MAX_HOLD,-467.07775859755344,131.95077618745353,131.39028287713643,263.34105906458996,329.1760135518074,-730.4188176621434,-0.48694587844142895,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-06-29T11:15:00+00:00,2025-06-29T11:30:00+00:00,2025-06-29T13:45:00+00:00,2.25,100.0,1,2.195288,2.195288,2.1837697512518566,0.014793903375021067,STOP,-303.25207985282475,54.0,53.636097504176604,107.6360975041766,134.54474228870475,-410.8881773570014,-0.27392545157133424,FULL
15m,EXPECTANCY_2R_3R_5R,DOGEUSDT,2025-07-03T22:45:00+00:00,2025-07-03T23:00:00+00:00,2025-07-03T23:30:00+00:00,0.5,100.0,1,0.17279881,0.17279881,0.1717556633366266,0.0013007801583783396,STOP,-338.74716571847506,54.0,53.59350340113783,107.59350340113784,134.49141967599144,-446.3406691196129,-0.29756044607974197,FULL
15m,EXPECTANCY_2R_3R_5R,SOLUSDT,2025-07-09T02:30:00+00:00,2025-07-09T02:45:00+00:00,2025-07-09T04:00:00+00:00,1.25,100.0,1,152.1068185,152.1068185,150.9193825543683,1.413815019463243,STOP,-357.9933480194624,46.21812199908044,45.78852998145709,92.00665198053753,115.00776825811681,-449.99999999999994,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-07-11T04:45:00+00:00,2025-07-11T05:00:00+00:00,2025-07-11T07:00:00+00:00,2.0,100.0,2,2.5787623500000003,2.5863029637988824,2.55232273433996,0.030268099761550094,STOP,-773.8794249013666,63.524615204257785,62.59595989437616,126.12057509863394,157.64933235558993,-900.0000000000006,-0.6000000000000004,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-07-12T04:00:00+00:00,2025-07-12T04:15:00+00:00,2025-07-12T05:15:00+00:00,1.0,100.0,1,117950.26040000001,117950.26040000001,117475.54745375038,650.926267430259,STOP,-248.33927398740744,54.0,53.701992871215104,107.70199287121511,134.62723523693307,-356.0412668586225,-0.23736084457241502,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-07-14T07:30:00+00:00,2025-07-14T07:45:00+00:00,2025-07-14T15:00:00+00:00,7.25,100.0,3,3045.12084,3063.844401989242,3012.5151781567715,37.124434610463595,STOP,-1326.8876062531047,87.35232943719737,85.76006430969365,173.11239374689103,216.38799355948802,-1499.9999999999957,-0.9999999999999971,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-07-16T11:00:00+00:00,2025-07-16T11:15:00+00:00,2025-07-16T20:15:00+00:00,9.0,100.0,3,2.9600334000000004,2.974545403733499,2.936940768385531,0.02749804276704726,TP3,2288.5523707162574,109.04970604944091,112.05916636256386,221.10887241200476,276.39235513589085,2067.443498304253,1.3782956655361687,FULL
15m,EXPECTANCY_2R_3R_5R,DOGEUSDT,2025-07-17T12:45:00+00:00,2025-07-17T13:00:00+00:00,2025-07-17T13:30:00+00:00,0.5,100.0,1,0.21736556,0.21736556000000004,0.2123589465186823,0.005325151901095726,STOP,-410.29763853718606,20.09735931453033,19.60500214828571,39.70236146281604,49.62714031989937,-450.0000000000021,-0.3000000000000014,FULL
15m,EXPECTANCY_2R_3R_5R,DOGEUSDT,2025-07-18T00:15:00+00:00,2025-07-18T00:30:00+00:00,2025-07-18T07:30:00+00:00,7.0,100.0,3,0.22091087,0.22388823697146024,0.21476642416744351,0.006466595468807651,STOP,1843.8358852598044,40.42130236963657,42.90355627166487,83.32485864130143,104.16096188985843,1760.511026618503,1.1736740177456686,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-07-19T04:00:00+00:00,2025-07-19T04:15:00+00:00,2025-07-19T11:00:00+00:00,6.75,100.0,1,3.4736026,3.4736026,3.4124203974403473,0.06630083315581281,STOP,-400.16373259833506,25.158231940391502,24.6780354612735,49.836267401665,62.29457404647251,-450.00000000000006,-0.30000000000000004,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-07-20T06:15:00+00:00,2025-07-20T06:30:00+00:00,2025-07-20T16:45:00+00:00,10.25,100.0,3,3657.447955,3675.0714704651555,3629.6317364178603,33.26066618676623,TP3,2273.2877212129356,110.9115276325221,113.9024882427855,224.81401587530758,281.02376019874174,2048.473705337628,1.365649136891752,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-07-21T05:30:00+00:00,2025-07-21T05:45:00+00:00,2025-07-21T16:00:00+00:00,10.25,100.0,3,3774.69356,3795.949772704547,3738.8321500855614,41.469658139566945,STOP,267.00516745036504,95.21496478216837,95.69532380113228,190.91028858330066,238.63929834071132,76.09487886706438,0.050729919244709584,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-07-23T02:00:00+00:00,2025-07-23T02:15:00+00:00,2025-07-23T05:30:00+00:00,3.25,100.0,1,3750.6876050000005,3750.6876050000005,3708.4715533317926,47.778758998205376,STOP,-379.0422442360182,35.706303228532555,35.25145253544933,70.95775576398188,88.69654142714717,-450.00000000000006,-0.30000000000000004,FULL
