timeframe,plan,symbol,signal_time,opened_at,closed_at,holding_hours,signal_score,entry_stages,initial_entry_fill,average_entry_final,initial_stop_price,initial_r_price,exit_reason,gross_pnl_krw,entry_fees_krw,exit_fees_krw,total_fees_krw,estimated_slippage_krw,net_pnl_krw,net_r,scope
15m,EXPECTANCY_2R_3R_5R,SOLUSDT,2025-04-17T00:45:00+00:00,2025-04-17T01:00:00+00:00,2025-04-17T02:15:00+00:00,1.25,100.0,1,131.8504795,131.8504795,130.50126281184265,1.5449685823751054,STOP,-373.8720144656861,38.28831597583635,37.839669558477524,76.12798553431386,95.1593548144082,-450.0,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-04-21T08:30:00+00:00,2025-04-21T08:45:00+00:00,2025-04-21T10:00:00+00:00,1.25,100.0,2,2.1335956,2.1378373345854182,2.123465973994818,0.013314824966173866,STOP,-649.4648438784571,94.90129452736525,94.12193671471107,189.02323124207632,236.27810938243408,-838.4880751205335,-0.5589920500803557,FULL
15m,EXPECTANCY_2R_3R_5R,DOGEUSDT,2025-04-22T03:30:00+00:00,2025-04-22T03:45:00+00:00,2025-04-22T15:00:00+00:00,11.25,100.0,3,0.16094105000000003,0.16207306640434374,0.1588854536346264,0.002293924545825582,TP3,2555.2595474177397,76.55377425965274,79.88640156365764,156.44017582331037,195.55690845838043,2398.8193715944294,1.5992129143962863,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-04-23T02:15:00+00:00,2025-04-23T02:30:00+00:00,2025-04-23T14:15:00+00:00,11.75,100.0,3,2.21782175,2.23305161701063,2.190357567280754,0.030749719070167103,STOP,307.2207770311976,78.37753925439016,78.9065694229518,157.28410867734198,196.6065701430315,149.93666835385562,0.09995777890257042,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-04-26T18:15:00+00:00,2025-04-26T18:30:00+00:00,2025-04-27T01:30:00+00:00,7.0,100.0,3,1808.5988350000002,1817.8202796475884,1793.6625108726494,17.62681789365979,STOP,243.77432543787995,104.94551130473864,105.39775087494428,210.34326217968294,262.93051726746455,33.431063258197014,0.022287375505464675,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-04-28T22:45:00+00:00,2025-04-28T23:00:00+00:00,2025-04-29T02:45:00+00:00,3.75,100.0,1,2.30314955,2.30314955,2.280754546602916,0.025816135216988112,STOP,-371.00778170217484,39.71871381793387,39.27350447989125,78.99221829782512,98.73966026900632,-449.99999999999994,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,SOLUSDT,2025-05-01T13:00:00+00:00,2025-05-01T13:15:00+00:00,2025-05-01T13:30:00+00:00,0.25,100.0,1,152.41327750000002,152.41327750000002,151.0136063550598,1.626191554472797,STOP,-367.72584710529753,41.35771195561439,40.91644093908804,82.27415289470244,102.84209512993871,-450.0,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-05-07T10:30:00+00:00,2025-05-07T10:45:00+00:00,2025-05-07T13:15:00+00:00,2.5,100.0,1,97166.9321,97166.9321,96757.30030419515,554.7677462611464,STOP,-256.92432643709645,54.0,53.69169080827548,107.69169080827548,134.6143383128732,-364.61601724537195,-0.24307734483024795,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-05-10T05:30:00+00:00,2025-05-10T05:45:00+00:00,2025-05-11T01:45:00+00:00,20.0,100.0,3,103345.5862,103724.18019186225,102908.14697314729,591.8014473124349,STOP,99.20668724291454,144.61949183703976,144.89689851237875,289.51639034941854,361.89682234213785,-190.309703106504,-0.126873135404336,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-05-13T23:15:00+00:00,2025-05-13T23:30:00+00:00,2025-05-14T00:45:00+00:00,1.25,100.0,1,2.59338425,2.59338425,2.5589219857902217,0.03830064718846371,STOP,-387.4944444942188,31.485274419587117,31.02028108619405,62.50555550578117,78.13124831503423,-449.99999999999994,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-05-19T21:45:00+00:00,2025-05-19T22:00:00+00:00,2025-05-20T12:30:00+00:00,14.5,100.0,3,105564.10900000001,106085.63747244705,104731.26290089906,989.9429934522923,STOP,-1285.0730889821539,108.2344993623094,106.69241165553082,214.9269110178402,268.6563518346437,-1499.999999999994,-0.9999999999999961,FULL
15m,EXPECTANCY_2R_3R_5R,BTCUSDT,2025-05-20T22:45:00+00:00,2025-05-20T23:00:00+00:00,2025-05-21T17:15:00+00:00,18.25,100.0,3,106877.2758,107505.85171940438,105799.55747433328,1236.4176618782076,STOP,276.48425014739155,91.24542810951417,91.73726006631348,182.98268817582766,228.72979704674816,93.50156197156389,0.06233437464770926,FULL
15m,EXPECTANCY_2R_3R_5R,DOGEUSDT,2025-05-22T03:30:00+00:00,2025-05-22T03:45:00+00:00,2025-05-22T06:15:00+00:00,2.5,100.0,1,0.242172715,0.242172715,0.2375619325391293,0.004967125359679386,STOP,-403.2936543468719,23.59514901917216,23.111196633955913,46.70634565312807,58.38215601553847,-450.0,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,XRPUSDT,2025-05-23T05:00:00+00:00,2025-05-23T05:15:00+00:00,2025-05-23T06:15:00+00:00,1.0,100.0,1,2.4626885,2.4626885,2.436724399223737,0.029619187375098388,STOP,-375.5169320853627,37.46684411656983,37.0162237980674,74.48306791463723,93.10319946239531,-449.99999999999994,-0.3,FULL
15m,EXPECTANCY_2R_3R_5R,ETHUSDT,2025-05-27T15:00:00+00:00,2025-05-27T15:15:00+00:00,2025-05-28T02:00:00+00:00,10.75,100.0,2,2668.186285,2678.4376830198853,2628.5763045382228,43.55284491858447,STOP,-804.811134834041,48.07731926388057,47.111545902079726,95.1888651659603,118.98453834760507,-900.0000000000014,-0.6000000000000009,FULL
